gene_id,CD4_positive_naive_resting_alpha_beta_T_cell,CD8_positive_naive_resting_alpha_beta_T_cell,hippocampus,heart,gastrocnemius,monocyte,neutrophil,T_cell,left_cerebral_cortex,adrenal_gland,B_cell
ENSMUSG00000057842.14,4.08,4.16,0.94,0.66,0.48,1.76,1.6,5.61,1.13,1.18,4.5
ENSMUSG00000098781.1,0.27,0.0,0.24,0.27,0.51,0.87,0.84,1.41,0.24,0.36,1.08
ENSMUSG00000098905.2,1.77,3.06,0.3,0.3,0.35,1.91,1.4,2.81,0.25,0.81,2.58
ENSMUSG00000098692.1,1.33,1.16,0.03,0.52,0.07,0.2,0.85,0.83,0.0,0.35,1.24
ENSMUSG00000092103.2,0.0,0.02,0.04,0.01,0.0,0.0,0.0,0.03,0.01,0.02,0.0
ENSMUSG00000078995.10,1.27,2.51,0.15,0.17,0.07,1.71,0.64,2.63,0.16,0.42,3.2
ENSMUSG00000078994.9,3.35,6.46,1.16,0.63,0.53,3.48,1.55,3.44,1.28,1.08,5.38
ENSMUSG00000114726.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000055560.8,0.76,1.12,0.81,0.04,0.36,0.35,0.03,1.13,1.45,1.22,0.66
ENSMUSG00000069206.14,3.73,4.89,3.45,2.97,2.05,1.72,0.87,4.24,3.43,6.16,2.53
ENSMUSG00000103398.1,0.0,0.03,0.04,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000097244.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
ENSMUSG00000059839.9,10.83,8.54,4.39,5.06,4.21,3.04,2.99,5.85,5.17,5.33,3.77
ENSMUSG00000114788.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000071291.10,3.7,4.72,2.7,1.12,1.31,1.87,1.31,4.31,2.55,2.34,4.13
ENSMUSG00000097565.1,0.38,0.0,0.0,0.0,0.07,0.77,0.0,0.05,0.25,0.0,0.0
ENSMUSG00000097333.7,5.9,7.21,6.83,2.53,1.12,5.37,2.84,7.96,6.74,7.12,7.83
ENSMUSG00000095432.9,4.39,4.29,2.47,0.91,0.73,2.35,0.96,2.93,2.86,2.86,2.35
ENSMUSG00000097360.8,0.06,0.11,1.16,0.11,0.16,0.05,0.0,0.11,1.16,0.17,0.68
ENSMUSG00000058093.13,4.48,6.5,2.65,1.17,1.08,4.23,3.72,5.33,2.6,1.97,5.72
ENSMUSG00000114923.1,0.0,0.0,0.46,0.41,0.04,0.73,1.04,1.11,0.25,0.36,0.54
ENSMUSG00000021510.11,5.05,3.6,2.7,0.87,1.13,3.6,5.7,4.22,2.62,2.0,3.59
ENSMUSG00000114264.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000048280.18,2.67,2.67,7.52,1.06,0.71,2.67,1.93,4.86,7.63,4.42,4.23
ENSMUSG00000097470.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000097371.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000071281.12,2.86,4.87,3.93,1.57,1.5,4.26,1.34,3.18,4.12,3.26,4.06
ENSMUSG00000114887.1,0.0,0.39,0.46,0.16,0.0,0.0,0.0,0.0,0.22,0.2,0.0
ENSMUSG00000044081.7,0.04,0.04,0.98,0.06,0.03,0.03,0.0,0.05,0.94,0.16,0.09
ENSMUSG00000058331.15,1.65,1.78,1.93,0.92,0.52,0.69,0.56,1.7,1.72,1.45,1.19
ENSMUSG00000052909.8,0.04,0.04,0.0,0.02,0.01,0.08,0.04,0.0,0.01,0.0,0.06
ENSMUSG00000090659.9,0.54,0.5,0.86,0.34,1.13,0.18,0.02,0.35,1.29,0.57,0.7
ENSMUSG00000097276.1,0.0,0.0,0.37,0.05,0.06,0.0,0.0,0.04,0.43,0.1,0.0
ENSMUSG00000097906.1,12.14,48.32,4.0,11.76,10.69,30.09,11.17,48.41,3.65,16.16,26.79
ENSMUSG00000030446.17,1.08,0.54,2.72,0.49,0.5,0.73,0.32,1.46,1.57,1.78,1.42
ENSMUSG00000058246.8,0.41,0.0,4.25,0.36,0.2,0.54,0.0,0.28,4.69,0.56,0.68
ENSMUSG00000064063.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
ENSMUSG00000113095.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01
ENSMUSG00000112984.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01
ENSMUSG00000113273.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01
ENSMUSG00000113365.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113342.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
ENSMUSG00000113050.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113382.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113394.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034617.7,7.19,9.5,7.0,5.83,8.43,5.48,1.18,6.95,4.55,5.11,7.89
ENSMUSG00000021532.11,2.57,4.48,5.59,4.61,2.73,3.63,0.89,3.13,4.39,4.79,4.89
ENSMUSG00000112985.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021534.8,0.09,0.0,4.66,0.0,0.0,0.0,0.0,0.0,6.47,0.03,0.0
ENSMUSG00000021536.7,0.0,0.0,33.79,0.04,14.07,0.0,0.01,0.0,39.52,0.4,0.0
ENSMUSG00000098242.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113859.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113505.1,0.0,0.0,0.75,0.0,0.14,0.0,0.0,0.0,0.84,0.01,0.0
ENSMUSG00000113121.1,0.0,0.0,1.27,0.0,0.75,0.0,0.0,0.0,5.23,0.0,0.0
ENSMUSG00000103035.1,0.0,0.0,0.07,0.0,0.02,0.0,0.0,0.0,0.08,0.0,0.0
ENSMUSG00000097522.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000098227.1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113595.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000106556.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034575.13,6.78,6.97,12.82,3.85,1.61,9.0,4.81,7.36,13.66,5.79,6.06
ENSMUSG00000113486.1,1.83,14.29,4.98,6.12,1.22,9.99,7.77,7.9,3.28,3.51,12.12
ENSMUSG00000021595.18,43.48,37.71,29.08,14.48,16.29,25.04,12.49,44.62,27.31,28.38,26.09
ENSMUSG00000051805.1,0.0,0.0,0.0,0.24,0.03,0.0,0.0,0.0,0.0,0.07,0.0
ENSMUSG00000021594.11,0.1,0.07,2.51,0.2,0.03,0.16,0.15,0.24,2.04,4.28,0.3
ENSMUSG00000091133.1,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0
ENSMUSG00000113790.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113635.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114037.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114171.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
ENSMUSG00000113299.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113324.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000052981.6,0.0,0.0,59.17,1.8,0.2,0.0,0.0,0.0,64.75,0.34,0.0
ENSMUSG00000112957.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113639.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021598.9,29.09,33.39,16.92,6.93,3.53,15.39,16.21,31.28,13.92,15.31,25.6
ENSMUSG00000097033.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099639.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113980.1,0.29,0.25,0.14,0.0,0.1,0.77,1.21,0.27,0.13,0.36,1.03
ENSMUSG00000113074.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112998.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0
ENSMUSG00000113573.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000077594.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113463.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114054.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034525.7,24.51,22.8,18.68,7.78,5.35,19.2,12.48,24.75,21.64,7.3,22.11
ENSMUSG00000101051.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113334.1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113909.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
ENSMUSG00000113796.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113794.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000049538.14,0.0,0.0,0.69,0.0,0.06,0.0,0.0,0.0,1.61,0.06,0.0
ENSMUSG00000113771.1,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.02,0.0
ENSMUSG00000021600.5,0.0,0.0,0.12,0.23,0.0,0.0,0.0,0.0,0.28,0.0,0.0
ENSMUSG00000102303.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000080580.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113358.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113305.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113034.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114038.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060969.9,0.0,0.0,0.11,2.09,0.03,0.0,0.0,0.0,0.08,0.0,0.0
ENSMUSG00000113594.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113172.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094989.1,1.33,0.0,0.34,0.0,0.19,0.43,0.0,0.4,0.53,0.0,0.0
ENSMUSG00000113375.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113858.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000093587.3,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001504.10,0.0,0.0,0.08,1.38,0.05,0.0,0.0,0.0,0.0,0.06,0.0
ENSMUSG00000113697.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113837.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113082.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113952.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021604.15,0.0,0.0,0.0,9.35,0.0,0.0,0.0,0.0,0.01,0.02,0.0
ENSMUSG00000113485.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000066407.3,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.23,0.19,0.0
ENSMUSG00000021606.8,16.95,19.08,50.12,388.7,127.33,19.48,18.7,23.91,52.07,91.3,20.65
ENSMUSG00000021607.9,8.58,7.65,10.0,17.49,11.45,10.71,6.32,8.87,10.84,23.94,8.76
ENSMUSG00000113346.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021608.15,13.55,9.13,10.66,2.28,1.11,11.5,16.89,8.79,13.85,5.32,41.5
ENSMUSG00000021609.6,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0
ENSMUSG00000021610.8,32.44,39.88,38.1,20.73,10.3,40.29,34.73,43.13,33.7,51.02,37.7
ENSMUSG00000021611.9,1.22,0.55,1.06,0.02,0.02,0.15,0.06,2.4,1.29,2.08,1.19
ENSMUSG00000021612.15,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.99,0.0,0.06,0.0
ENSMUSG00000021565.16,0.76,63.22,0.06,0.01,0.01,0.18,0.0,26.11,0.01,0.15,0.03
ENSMUSG00000021566.7,0.19,0.49,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.02,0.0
ENSMUSG00000017756.9,105.85,187.69,2.04,57.64,1.27,7.77,1.06,138.54,1.39,15.18,2.97
ENSMUSG00000021567.15,0.04,0.13,2.59,0.71,0.35,0.0,0.02,0.1,0.96,0.86,0.0
ENSMUSG00000066714.6,0.71,0.47,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0
ENSMUSG00000021569.10,0.48,0.37,0.22,0.06,0.08,0.93,2.23,0.35,0.11,0.22,1.62
ENSMUSG00000095943.1,9.34,10.44,0.0,0.0,0.0,2.23,6.28,9.36,0.0,0.0,4.49
ENSMUSG00000057649.6,35.16,25.25,33.16,6.44,2.44,21.49,32.33,33.71,26.03,8.96,31.39
ENSMUSG00000113274.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000069189.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.1
ENSMUSG00000113923.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000085881.2,0.05,0.05,1.97,0.98,0.86,0.53,2.99,0.27,2.76,1.14,0.27
ENSMUSG00000021573.15,0.39,1.12,77.92,4.72,2.72,2.15,0.87,0.24,95.58,4.82,0.43
ENSMUSG00000080966.1,0.15,0.04,0.0,0.02,0.0,0.05,0.0,0.35,0.0,0.0,0.0
ENSMUSG00000021572.9,2.97,4.35,0.79,0.1,0.03,2.05,2.79,2.57,0.35,1.39,2.99
ENSMUSG00000036123.8,0.0,0.0,0.68,0.07,0.02,0.0,0.0,0.0,0.66,0.11,0.0
ENSMUSG00000034152.6,15.15,15.22,18.64,16.37,9.62,17.7,16.74,17.53,19.71,21.53,15.4
ENSMUSG00000021575.16,0.12,0.26,0.22,0.27,0.0,0.6,0.03,0.93,0.38,0.59,0.04
ENSMUSG00000021576.6,38.36,38.52,22.56,13.16,5.75,27.58,38.76,47.11,25.72,46.3,25.25
ENSMUSG00000021577.14,49.79,49.0,92.5,475.55,188.37,45.68,26.63,59.93,100.01,214.47,50.11
ENSMUSG00000090004.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021578.17,7.36,8.24,26.34,16.21,16.14,7.92,5.51,7.37,27.1,18.09,6.41
ENSMUSG00000021579.4,0.0,0.0,0.0,22.74,28.72,0.0,0.0,0.0,0.02,0.25,0.0
ENSMUSG00000069184.4,0.24,0.23,1.74,0.74,0.8,0.71,0.07,0.17,1.52,0.9,0.52
ENSMUSG00000113315.1,0.0,0.0,0.27,0.05,0.1,0.0,0.0,0.0,0.26,0.0,0.0
ENSMUSG00000062382.9,92.68,115.01,42.56,83.9,85.87,921.34,665.7,136.62,42.03,360.22,205.15
ENSMUSG00000113311.1,0.74,0.2,0.23,0.12,0.25,0.31,0.68,0.0,0.22,0.1,0.56
ENSMUSG00000076033.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112964.1,2.6,2.19,4.66,1.87,1.35,1.26,0.56,3.34,4.71,4.37,1.69
ENSMUSG00000113212.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000116765.1,0.0,0.12,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.0
ENSMUSG00000069208.9,1.2,2.66,2.11,1.58,2.11,2.36,1.88,3.52,2.11,3.05,1.87
ENSMUSG00000116646.1,0.26,0.47,0.0,0.05,0.0,0.0,0.24,0.26,0.07,0.12,0.0
ENSMUSG00000113019.1,0.4,0.0,0.92,0.47,0.2,0.0,0.21,0.84,0.0,0.98,0.0
ENSMUSG00000113660.1,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.06,0.0
ENSMUSG00000113047.1,0.6,2.19,2.22,0.99,0.35,0.96,1.07,3.59,1.47,2.36,2.33
ENSMUSG00000113279.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113204.1,4.85,6.67,4.1,2.21,1.63,4.17,2.87,7.17,4.48,4.65,6.42
ENSMUSG00000021583.7,29.12,44.06,3.42,15.46,7.38,27.19,5.68,47.69,4.42,17.84,27.62
ENSMUSG00000021585.10,76.3,59.11,1.93,34.9,31.33,61.97,71.86,61.16,3.04,24.04,33.9
ENSMUSG00000113015.1,9.42,6.61,0.04,0.14,0.33,2.38,6.38,8.05,0.15,0.18,3.93
ENSMUSG00000086743.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.0,0.0
ENSMUSG00000021587.5,0.1,0.67,5.32,0.05,0.05,0.0,0.0,0.75,14.18,7.77,0.0
ENSMUSG00000113264.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113821.1,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113270.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113773.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
ENSMUSG00000113929.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
ENSMUSG00000074800.4,112.91,170.94,34.86,40.19,28.53,76.62,24.2,134.46,32.66,50.28,137.96
ENSMUSG00000076236.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000077337.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114125.1,0.0,0.0,0.12,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001542.7,5.1,2.92,10.34,7.86,9.68,7.25,11.2,2.74,12.97,15.28,15.37
ENSMUSG00000113041.1,1.74,0.3,0.18,0.13,0.34,0.75,2.41,0.17,0.42,0.14,1.93
ENSMUSG00000077449.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113409.1,0.0,0.0,0.06,0.0,0.05,0.12,0.0,0.62,0.25,0.11,0.0
ENSMUSG00000021591.8,4.26,3.49,14.53,11.08,7.24,13.29,93.53,9.33,14.21,7.98,4.58
ENSMUSG00000021589.13,0.07,0.0,4.63,3.8,5.32,0.08,0.07,0.01,4.48,3.64,0.05
ENSMUSG00000070170.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000081816.1,0.0,0.0,0.33,0.15,0.21,0.0,0.0,0.0,0.24,0.04,0.0
ENSMUSG00000061833.6,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.25,0.0,0.21,0.0
ENSMUSG00000077655.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021590.7,0.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.07,0.0,0.0
ENSMUSG00000043190.14,2.86,3.25,5.3,4.51,6.3,3.63,1.11,2.43,5.68,7.91,2.42
ENSMUSG00000114366.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000045509.7,0.0,0.0,0.65,0.0,0.0,0.03,0.0,0.0,1.25,0.04,0.0
ENSMUSG00000021592.17,1.89,3.53,2.05,1.05,1.09,5.95,3.29,3.03,1.27,3.73,3.68
ENSMUSG00000033991.9,10.62,11.11,5.77,3.36,5.25,5.97,2.33,12.88,5.77,8.58,10.71
ENSMUSG00000114664.1,0.55,0.95,0.23,0.04,0.04,0.16,0.21,1.47,0.25,0.05,0.39
ENSMUSG00000109228.2,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114242.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000092732.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021596.16,0.45,0.38,18.06,0.76,0.46,18.72,93.45,0.62,11.44,0.52,0.3
ENSMUSG00000114293.1,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.37,0.27,0.0
ENSMUSG00000096675.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096216.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000090027.1,0.0,0.0,0.24,0.02,0.04,1.8,4.2,0.15,0.21,0.02,0.1
ENSMUSG00000090119.1,0.0,0.0,0.61,0.08,0.0,2.95,13.29,0.0,0.44,0.0,0.1
ENSMUSG00000021597.16,5.48,7.23,5.06,7.02,2.25,3.07,2.12,5.57,7.57,3.05,9.3
ENSMUSG00000071252.6,0.82,0.52,5.7,1.58,1.36,0.76,0.53,0.53,7.97,3.13,2.13
ENSMUSG00000114256.1,0.15,0.13,0.08,0.11,0.06,0.0,0.0,0.15,0.38,0.0,0.43
ENSMUSG00000114778.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114809.1,0.0,0.0,0.04,0.25,0.0,0.0,0.0,0.0,0.0,0.03,0.0
ENSMUSG00000088521.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000064138.14,21.6,18.26,11.07,2.58,2.46,14.58,11.52,21.4,10.46,6.27,16.53
ENSMUSG00000093668.3,4.13,3.4,0.37,0.14,0.07,2.01,1.26,4.84,0.38,0.21,2.39
ENSMUSG00000114812.1,2.8,3.68,0.17,0.06,0.0,2.67,1.47,5.77,0.76,0.0,2.21
ENSMUSG00000114605.1,1.69,1.22,0.26,0.04,0.07,0.7,0.84,1.86,0.2,0.13,1.31
ENSMUSG00000114622.1,2.16,1.33,0.23,0.06,0.05,1.42,0.74,2.4,0.32,0.14,1.17
ENSMUSG00000114401.1,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.0
ENSMUSG00000114649.1,0.2,0.12,0.06,0.0,0.0,0.04,0.04,0.12,0.09,0.02,0.16
ENSMUSG00000069171.14,0.0,0.0,26.05,0.82,0.12,0.0,0.0,0.0,36.77,6.99,0.0
ENSMUSG00000087143.9,0.0,0.0,7.15,0.2,0.1,0.0,0.0,0.0,13.55,3.64,0.0
ENSMUSG00000114592.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114600.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114383.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000098003.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114632.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114639.1,0.0,0.0,0.44,0.1,0.0,0.0,0.0,0.0,0.86,0.0,0.0
ENSMUSG00000114522.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114594.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114557.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000088435.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000101416.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102355.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114874.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096005.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114505.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000100168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114222.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114287.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000084661.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114462.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
ENSMUSG00000114528.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000074794.10,14.39,46.94,10.22,8.86,6.62,22.89,27.23,13.04,9.98,24.43,24.53
ENSMUSG00000089827.1,0.45,0.86,0.03,0.0,0.0,1.41,0.4,0.97,0.03,0.0,0.31
