gene_id,tissue,logFC
TONSL,heart,-0.0067773922
TONSL,thyroid gland,0.000285291
TONSL,urinary bladder,0.001751955
TONSL,temporal lobe,0.00637933
TONSL,uterine smooth muscle cell,0.014097793
TONSL,epithelial cell of umbilical artery,0.0011116115
TONSL,smooth muscle cell of the pulmonary artery,-0.00930488
TONSL,smooth muscle cell of bladder,0.00015701161
TONSL,bladder microvascular endothelial cell,0.0014454777
TONSL,uterus,0.0002916531
TONSL,GM12878,0.0012848261
TONSL,Universal_Human_Reference,0.0020449716
TONSL,H1_Cell_Line,-0.0044992813
TONSL,H1_BMP4_Derived_Mesendoderm_Cultured_Cells,-0.0013040457
TONSL,H1_BMP4_Derived_Trophoblast_Cultured_Cells,0.0012277775
TONSL,H1_Derived_Mesenchymal_Stem_Cells,0.005201857
TONSL,H1_Derived_Neuronal_Progenitor_Cultured_Cells,-0.001603339
TONSL,hESC_Derived_CD184+_Endoderm_Cultured_Cells,0.00040427456
TONSL,hESC_Derived_CD56+_Ectoderm_Cultured_Cells,0.00047442212
TONSL,hESC_Derived_CD56+_Mesoderm_Cultured_Cells,-0.0047334963
TONSL,HUES64_Cell_Line,-0.0014100006
TONSL,4star,0.0026715111
TONSL,Breast_Myoepithelial_Cells,3.6631838e-05
TONSL,Breast_vHMEC,0.0008708293
TONSL,CD4_Memory_Primary_Cells,-0.00995578
TONSL,CD4_Naive_Primary_Cells,-0.00061849615
TONSL,CD8_Naive_Primary_Cells,0.0018703024
TONSL,Mobilized_CD34_Primary_Cells_Female,-0.01884405
TONSL,Neurosphere_Cultured_Cells_Cortex_Derived,0.00039481814
TONSL,Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived,0.0024095275
TONSL,Penis_Foreskin_Fibroblast_Primary_Cells_skin01,0.001024137
TONSL,Penis_Foreskin_Fibroblast_Primary_Cells_skin02,-0.0040979697
TONSL,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,-0.005763802
TONSL,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,0.00016612568
TONSL,Penis_Foreskin_Melanocyte_Primary_Cells_skin01,0.0073104873
TONSL,Penis_Foreskin_Melanocyte_Primary_Cells_skin03,-0.0038430789
TONSL,Peripheral_Blood_Mononuclear_Primary_Cells,0.0036151854
TONSL,Aorta,0.0010715699
TONSL,Adult_Liver,0.046779808
TONSL,Brain_Germinal_Matrix,-0.00021791848
TONSL,Brain_Hippocampus_Middle,-0.0014402994
TONSL,Esophagus,-0.0042341426
TONSL,Fetal_Brain_Female,0.009165874
TONSL,Fetal_Intestine_Large,-0.0010454312
TONSL,Fetal_Intestine_Small,0.0030051884
TONSL,Pancreatic_Islets,0.0025082491
TONSL,Gastric,-0.007973871
TONSL,Left_Ventricle,2.424935e-05
TONSL,Lung.1,-0.0024818655
TONSL,Ovary.1,0.010767623
TONSL,Pancreas.1,-0.0009460427
TONSL,Psoas_Muscle,0.013855932
TONSL,Right_Atrium,0.0056699463
TONSL,Right_Ventricle,0.0030522128
TONSL,Sigmoid_Colon,-0.0075855097
TONSL,Small_Intestine,-0.0032305247
TONSL,Thymus,-0.016181536
TONSL,Spleen.1,-0.023181217
TONSL,A549,-0.008237363
TONSL,GM12878.1,0.019307364
TONSL,HELA,-0.00095499173
TONSL,HEPG2,-0.0015012434
TONSL,HMEC,0.0014093971
TONSL,HSMM,-0.0006744156
TONSL,HUVEC,-0.0009206589
TONSL,K562.1,-0.0059772395
TONSL,NHEK,-0.007845126
TONSL,NHLF,-0.0048833615
MED11,Adipose_Subcutaneous,-0.0024628288
MED11,Adipose_Visceral_Omentum,-0.00065170345
MED11,Adrenal_Gland,-0.0025054677
MED11,Artery_Aorta,-0.0008125028
MED11,Artery_Coronary,0.0052897637
MED11,Artery_Tibial,-0.23373316
MED11,Bladder,0.023906602
MED11,Brain_Amygdala,-0.01214731
MED11,Brain_Anterior_cingulate_cortex_BA24,0.00083112466
MED11,Brain_Caudate_basal_ganglia,-0.0022986585
MED11,Brain_Cerebellar_Hemisphere,0.0030762393
MED11,Brain_Cerebellum,0.04938677
MED11,Brain_Cortex,-0.028805112
MED11,Brain_Frontal_Cortex_BA9,0.0041222046
MED11,Brain_Hippocampus,0.0002778972
MED11,Brain_Hypothalamus,0.0002536521
MED11,Brain_Nucleus_accumbens_basal_ganglia,0.032081384
MED11,Brain_Putamen_basal_ganglia,-0.0012446593
MED11,Brain_Spinal_cord_cervical_c1,0.00035063003
MED11,Brain_Substantia_nigra,0.0007933098
MED11,Breast_Mammary_Tissue,0.016064048
MED11,Cells_EBV-transformed_lymphocytes,0.0031191427
MED11,Cells_Transformed_fibroblasts,-0.006588456
MED11,Cervix_Ectocervix,-0.002232858
MED11,Cervix_Endocervix,-0.017742379
MED11,Colon_Sigmoid,0.0040964806
MED11,Colon_Transverse,-0.028573887
MED11,Esophagus_Gastroesophageal_Junction,0.0009242826
MED11,Esophagus_Mucosa,0.017513577
MED11,Esophagus_Muscularis,0.004132151
MED11,Fallopian_Tube,0.0034504859
MED11,Heart_Atrial_Appendage,-0.0020945487
MED11,Heart_Left_Ventricle,0.014968667
MED11,Kidney_Cortex,-0.0025765358
MED11,Liver,-0.0037017702
MED11,Lung,0.006354331
MED11,Minor_Salivary_Gland,0.00023766045
MED11,Muscle_Skeletal,0.008670026
MED11,Nerve_Tibial,0.0018115593
MED11,Ovary,-0.03856541
MED11,Pancreas,0.0038493352
MED11,Pituitary,-0.0027315188
MED11,Prostate,-0.0005438256
MED11,Skin_Not_Sun_Exposed_Suprapubic,0.0024414626
MED11,Skin_Sun_Exposed_Lower_leg,-0.004835993
MED11,Small_Intestine_Terminal_Ileum,-0.0015973129
MED11,Spleen,0.00039636556
MED11,Stomach,-0.00084614474
MED11,Testis,-0.027599216
MED11,Thyroid,0.002306163
MED11,Uterus,-0.0071620797
MED11,Vagina,-0.009330499
MED11,Whole_Blood,-0.0020152377
MED11,cardiac ventricle fibroblast,-0.004520329
MED11,hair follicular keratinocyte,0.0003097075
MED11,airway epithelial cell,0.0013994318
MED11,epithelial cell of proximal tubule,-0.0010937082
MED11,pericardium fibroblast,-0.0016662698
MED11,mesangial cell,-0.0007191527
MED11,bronchial fibroblast,-0.002502625
MED11,glomerular endothelial cell,-0.0052630566
MED11,kidney epithelial cell,0.004738758
MED11,mammary microvascular endothelial cell,0.0022817804
MED11,epithelial cell of alveolus of lung,-0.02914667
MED11,myometrial cell,0.0050016902
MED11,cardiac atrium fibroblast,0.0075312066
MED11,endometrial microvascular endothelial cell,-0.008275157
MED11,smooth muscle cell,0.008441445
MED11,hepatocyte,0.0024991499
MED11,neural progenitor cell,0.0012097346
MED11,HT1080,0.0042312695
MED11,SK-N-DZ,0.0032979506
MED11,SK-MEL-5,0.020880438
MED11,NCI-H460,0.0043705036
MED11,astrocyte,-0.0023474942
MED11,LHCN-M2,-0.0024535258
MED11,K562,0.0026045605
MED11,HepG2,0.00881003
MED11,MCF-7,-0.0017133623
MED11,bipolar spindle neuron,0.00086017273
MED11,skeletal muscle myoblast,0.001981942
MED11,myotube,-0.00030452744
MED11,H7-hESC,0.0054367776
MED11,RPMI-7951,-0.0001658868
MED11,M059J,0.0015897913
MED11,H4,-7.249251e-05
MED11,MG63,0.0006360236
MED11,G401,-0.010316632
MED11,Caki2,-0.009745909
MED11,SJSA1,0.0020860166
MED11,Daoy,-0.005687397
MED11,A172,0.004702074
MED11,induced pluripotent stem cell,0.0047029313
MED11,fibroblast of arm,0.03615701
MED11,A375,0.016620437
MED11,HT-29,0.0012908401
MED11,PC-3,0.0010512908
MED11,Karpas-422,0.002690051
MED11,Oci-Ly-7,0.010031532
MED11,SJCRH30,-0.020853957
MED11,neural cell,0.0028941429
MED11,umbilical cord,0.003251449
MED11,pericyte cell,0.0035921973
MED11,melanocyte of skin,0.0012441019
MED11,placental epithelial cell,-0.00011101907
MED11,hair follicle dermal papilla cell,0.00052376406
MED11,hematopoietic multipotent progenitor cell,0.00069343933
MED11,vein endothelial cell,0.002388237
MED11,osteoblast,0.009271312
MED11,articular chondrocyte of knee joint,-0.0030417938
MED11,thoracic aorta endothelial cell,-0.0019386866
MED11,fibroblast of the aortic adventitia,0.004397766
MED11,skeletal muscle satellite cell,0.007964848
MED11,fibroblast of dermis,-0.0017527075
MED11,mammary epithelial cell,0.01795272
MED11,subcutaneous preadipocyte,0.004651332
MED11,fibroblast of villous mesenchyme,-0.0016886536
MED11,endothelial cell of umbilical vein,-0.0031489106
MED11,fibroblast of lung,0.0017631203
MED11,keratinocyte,0.0052755415
MED11,stomach,0.007543183
MED11,dermis microvascular lymphatic vessel endothelial cell,-0.0022122744
MED11,tongue,-0.0058473772
MED11,lung microvascular endothelial cell,0.00087495433
MED11,liver,0.01027523
MED11,smooth muscle cell of the coronary artery,-0.0034484146
MED11,aortic smooth muscle cell,0.0031639326
MED11,cerebellum,-0.012366117
MED11,occipital lobe,-0.0015411855
MED11,lung,0.0027887532
MED11,metanephros,0.002194892
MED11,bronchial smooth muscle cell,0.0033441074
MED11,spinal cord,-0.17059237
MED11,parietal lobe,0.0013925591
MED11,diencephalon,-0.024222251
MED11,bronchial epithelial cell,-0.003921197
MED11,human nasal epithelial cells,0.01880209
MED11,pulmonary artery endothelial cell,-0.0003357492
MED11,regular cardiac myocyte,-0.00837609
MED11,endothelial cell of coronary artery,0.0011762257
MED11,skeletal muscle tissue,0.0024404323
MED11,skin of body,0.0028476282
MED11,frontal cortex,-0.0037973826
MED11,camera-type eye,-0.0036598716
MED11,dermis lymphatic vessel endothelial cell,-0.006651259
MED11,smooth muscle cell of the umbilical artery,0.0010397763
MED11,tracheal epithelial cell,0.0041913143
MED11,smooth muscle cell of trachea,0.0008257963
MED11,renal cortical epithelial cell,0.044994537
MED11,dermis blood vessel endothelial cell,-0.014796821
MED11,heart,0.014701587
MED11,thyroid gland,0.00056657154
MED11,urinary bladder,-0.0012559339
MED11,temporal lobe,0.005637055
MED11,uterine smooth muscle cell,0.00022270034
MED11,epithelial cell of umbilical artery,-0.004479269
MED11,smooth muscle cell of the pulmonary artery,0.021148242
MED11,smooth muscle cell of bladder,0.00278841
MED11,bladder microvascular endothelial cell,-0.0011150504
MED11,uterus,-0.00087083894
MED11,GM12878,0.0011260468
MED11,Universal_Human_Reference,0.0038704327
MED11,H1_Cell_Line,0.0028126126
MED11,H1_BMP4_Derived_Mesendoderm_Cultured_Cells,-0.012143581
MED11,H1_BMP4_Derived_Trophoblast_Cultured_Cells,-0.0018524961
MED11,H1_Derived_Mesenchymal_Stem_Cells,-0.0044607236
MED11,H1_Derived_Neuronal_Progenitor_Cultured_Cells,0.0073274276
MED11,hESC_Derived_CD184+_Endoderm_Cultured_Cells,-0.016689304
MED11,hESC_Derived_CD56+_Ectoderm_Cultured_Cells,0.001025512
MED11,hESC_Derived_CD56+_Mesoderm_Cultured_Cells,0.0042444733
MED11,HUES64_Cell_Line,0.0007022062
MED11,4star,0.02412243
MED11,Breast_Myoepithelial_Cells,-0.0032691357
MED11,Breast_vHMEC,0.013814028
MED11,CD4_Memory_Primary_Cells,0.006730296
MED11,CD4_Naive_Primary_Cells,0.0032222774
MED11,CD8_Naive_Primary_Cells,-0.00016218875
MED11,Mobilized_CD34_Primary_Cells_Female,0.021579674
MED11,Neurosphere_Cultured_Cells_Cortex_Derived,-0.0093106795
MED11,Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived,0.0010021387
MED11,Penis_Foreskin_Fibroblast_Primary_Cells_skin01,0.001631021
MED11,Penis_Foreskin_Fibroblast_Primary_Cells_skin02,-0.0020632027
MED11,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,0.05050134
MED11,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,0.0008106704
MED11,Penis_Foreskin_Melanocyte_Primary_Cells_skin01,0.00075429067
MED11,Penis_Foreskin_Melanocyte_Primary_Cells_skin03,-0.0033819582
MED11,Peripheral_Blood_Mononuclear_Primary_Cells,0.009933324
MED11,Aorta,-0.0065186587
MED11,Adult_Liver,-0.046692327
MED11,Brain_Germinal_Matrix,0.014469873
MED11,Brain_Hippocampus_Middle,0.0033423917
MED11,Esophagus,0.0072825956
MED11,Fetal_Brain_Female,0.0045853304
MED11,Fetal_Intestine_Large,-0.004409574
MED11,Fetal_Intestine_Small,-0.016284762
MED11,Pancreatic_Islets,-0.00012667078
MED11,Gastric,0.0012817332
MED11,Left_Ventricle,0.0017060906
MED11,Lung.1,6.6211804e-05
MED11,Ovary.1,-0.0011571333
MED11,Pancreas.1,-0.000804243
MED11,Psoas_Muscle,0.0033936945
MED11,Right_Atrium,-0.014003845
MED11,Right_Ventricle,0.0013367176
MED11,Sigmoid_Colon,0.0138358325
MED11,Small_Intestine,0.012984898
MED11,Thymus,0.011660811
MED11,Spleen.1,0.016613126
MED11,A549,-0.0059221503
MED11,GM12878.1,0.0032830222
MED11,HELA,-0.0032089788
MED11,HEPG2,0.0010289492
MED11,HMEC,0.00047717293
MED11,HSMM,0.0014097408
MED11,HUVEC,-7.739221e-07
MED11,K562.1,0.0024090123
MED11,NHEK,0.0020145734
MED11,NHLF,-0.002105227
SYT2,Adipose_Subcutaneous,0.00083782815
SYT2,Adipose_Visceral_Omentum,-0.0021525922
SYT2,Adrenal_Gland,0.0007599631
SYT2,Artery_Aorta,-0.00022651894
SYT2,Artery_Coronary,-2.5109686e-05
SYT2,Artery_Tibial,-0.008269017
SYT2,Bladder,-0.0018807377
SYT2,Brain_Amygdala,0.0017598566
SYT2,Brain_Anterior_cingulate_cortex_BA24,0.000515168
SYT2,Brain_Caudate_basal_ganglia,0.000601298
SYT2,Brain_Cerebellar_Hemisphere,0.0001358599
SYT2,Brain_Cerebellum,-0.0052527
SYT2,Brain_Cortex,-0.0062880404
SYT2,Brain_Frontal_Cortex_BA9,-0.0008839176
SYT2,Brain_Hippocampus,0.00019071615
SYT2,Brain_Hypothalamus,3.9555467e-05
SYT2,Brain_Nucleus_accumbens_basal_ganglia,-0.0069794874
SYT2,Brain_Putamen_basal_ganglia,-0.0008006294
SYT2,Brain_Spinal_cord_cervical_c1,-0.0012038647
SYT2,Brain_Substantia_nigra,0.0025590665
SYT2,Breast_Mammary_Tissue,-0.005019609
SYT2,Cells_EBV-transformed_lymphocytes,-0.00048653496
SYT2,Cells_Transformed_fibroblasts,-7.197654e-05
SYT2,Cervix_Ectocervix,-0.0005541485
SYT2,Cervix_Endocervix,-0.0013613688
SYT2,Colon_Sigmoid,-0.0017595091
SYT2,Colon_Transverse,0.006806299
SYT2,Esophagus_Gastroesophageal_Junction,0.00059304625
SYT2,Esophagus_Mucosa,0.00059029565
SYT2,Esophagus_Muscularis,5.1077943e-05
SYT2,Fallopian_Tube,0.00076065067
SYT2,Heart_Atrial_Appendage,0.000298531
SYT2,Heart_Left_Ventricle,0.006040267
SYT2,Kidney_Cortex,0.00045207154
SYT2,Liver,0.0009053765
SYT2,Lung,-0.0035521134
SYT2,Minor_Salivary_Gland,-0.00067028607
SYT2,Muscle_Skeletal,0.0018311406
SYT2,Nerve_Tibial,-5.0133815e-05
SYT2,Ovary,0.00033120057
SYT2,Pancreas,0.00021393056
SYT2,Pituitary,0.00030128215
SYT2,Prostate,0.0008450472
SYT2,Skin_Not_Sun_Exposed_Suprapubic,0.0003115989
SYT2,Skin_Sun_Exposed_Lower_leg,0.0010696794
SYT2,Small_Intestine_Terminal_Ileum,0.0019302453
SYT2,Spleen,0.0007697609
SYT2,Stomach,-0.0063747554
SYT2,Testis,-0.0041233236
SYT2,Thyroid,-0.008615173
SYT2,Uterus,-0.0068735546
SYT2,Vagina,-0.004697175
SYT2,Whole_Blood,6.20844e-05
SYT2,cardiac ventricle fibroblast,0.00017833499
SYT2,hair follicular keratinocyte,0.0020738235
SYT2,airway epithelial cell,0.0001358599
SYT2,epithelial cell of proximal tubule,0.0053147813
SYT2,pericardium fibroblast,0.0036752275
SYT2,mesangial cell,-0.0021115136
SYT2,bronchial fibroblast,0.000833531
SYT2,glomerular endothelial cell,-0.0005736762
SYT2,kidney epithelial cell,0.00054852036
SYT2,mammary microvascular endothelial cell,0.00039430233
SYT2,epithelial cell of alveolus of lung,-0.00037411076
SYT2,myometrial cell,0.0039784876
SYT2,cardiac atrium fibroblast,0.0035348968
SYT2,endometrial microvascular endothelial cell,-0.0011142759
SYT2,smooth muscle cell,0.0019353979
SYT2,hepatocyte,-0.00018291514
SYT2,neural progenitor cell,-0.00033488908
SYT2,HT1080,-0.00066022045
SYT2,SK-N-DZ,-0.00058021414
SYT2,SK-MEL-5,-0.0011077354
SYT2,NCI-H460,0.001072601
SYT2,astrocyte,0.0012862007
SYT2,LHCN-M2,0.0003587112
SYT2,K562,0.00069292367
SYT2,HepG2,-0.0007409195
SYT2,MCF-7,0.00050364924
SYT2,bipolar spindle neuron,0.0007149267
SYT2,skeletal muscle myoblast,-0.00077998015
SYT2,myotube,-0.0009124845
SYT2,H7-hESC,-0.0017081967
SYT2,RPMI-7951,-1.0318963e-06
SYT2,M059J,-0.0012108359
SYT2,H4,0.0001497891
SYT2,MG63,0.00053132855
SYT2,G401,0.0019637367
SYT2,Caki2,0.001194269
SYT2,SJSA1,0.0017404461
SYT2,Daoy,0.0028757774
SYT2,A172,0.00048903574
SYT2,induced pluripotent stem cell,0.00052892166
SYT2,fibroblast of arm,-0.00871786
SYT2,A375,-0.0034054029
SYT2,HT-29,0.00072317774
SYT2,PC-3,0.0019652825
SYT2,Karpas-422,0.0005719009
SYT2,Oci-Ly-7,0.001150449
SYT2,SJCRH30,0.002507734
SYT2,neural cell,3.2332377e-05
SYT2,umbilical cord,3.181644e-05
SYT2,pericyte cell,-0.00026341548
SYT2,melanocyte of skin,-0.00051758863
SYT2,placental epithelial cell,-6.707479e-05
SYT2,hair follicle dermal papilla cell,0.00030472106
SYT2,hematopoietic multipotent progenitor cell,0.00065871514
SYT2,vein endothelial cell,-0.00011712494
SYT2,osteoblast,0.021492753
SYT2,articular chondrocyte of knee joint,-0.0034517762
SYT2,thoracic aorta endothelial cell,-0.0011136734
SYT2,fibroblast of the aortic adventitia,-8.427396e-05
SYT2,skeletal muscle satellite cell,0.0008550163
SYT2,fibroblast of dermis,-0.0013321906
SYT2,mammary epithelial cell,0.001924921
SYT2,subcutaneous preadipocyte,-0.006978796
SYT2,fibroblast of villous mesenchyme,-4.0072515e-05
SYT2,endothelial cell of umbilical vein,-0.00074831856
SYT2,fibroblast of lung,0.00089592335
SYT2,keratinocyte,-8.607988e-05
SYT2,stomach,-0.001756668
SYT2,dermis microvascular lymphatic vessel endothelial cell,-0.00056980504
SYT2,tongue,-0.0013488884
SYT2,lung microvascular endothelial cell,0.0012430708
SYT2,liver,-0.0002559329
SYT2,smooth muscle cell of the coronary artery,0.0017036857
SYT2,aortic smooth muscle cell,0.001597522
SYT2,cerebellum,0.0004634188
SYT2,occipital lobe,4.00714e-05
SYT2,lung,0.00017644341
SYT2,metanephros,0.0009031421
SYT2,bronchial smooth muscle cell,-0.002616852
SYT2,spinal cord,0.050684165
SYT2,parietal lobe,0.0015973501
SYT2,diencephalon,0.013222815
SYT2,bronchial epithelial cell,-0.00052249193
SYT2,human nasal epithelial cells,-0.008111881
SYT2,pulmonary artery endothelial cell,0.00039137944
SYT2,regular cardiac myocyte,-0.0039612926
SYT2,endothelial cell of coronary artery,6.432008e-05
SYT2,skeletal muscle tissue,0.00022957857
SYT2,skin of body,-0.00041135514
SYT2,frontal cortex,0.0015844656
SYT2,camera-type eye,-0.0010622978
SYT2,dermis lymphatic vessel endothelial cell,0.0050387094
SYT2,smooth muscle cell of the umbilical artery,0.008746782
SYT2,tracheal epithelial cell,5.6753157e-05
SYT2,smooth muscle cell of trachea,0.0017076366
SYT2,renal cortical epithelial cell,0.12535514
SYT2,dermis blood vessel endothelial cell,0.0037947895
SYT2,heart,0.0042016036
SYT2,thyroid gland,0.00018452559
SYT2,urinary bladder,0.00036146224
SYT2,temporal lobe,-0.001432983
SYT2,uterine smooth muscle cell,-0.0005794399
SYT2,epithelial cell of umbilical artery,0.0007642604
SYT2,smooth muscle cell of the pulmonary artery,-0.007976985
SYT2,smooth muscle cell of bladder,0.0014612842
SYT2,bladder microvascular endothelial cell,0.0010416667
SYT2,uterus,0.00029148115
SYT2,GM12878,0.0032476739
SYT2,Universal_Human_Reference,-0.002177567
SYT2,H1_Cell_Line,0.0018782032
SYT2,H1_BMP4_Derived_Mesendoderm_Cultured_Cells,0.00027394237
SYT2,H1_BMP4_Derived_Trophoblast_Cultured_Cells,-0.0016336419
SYT2,H1_Derived_Mesenchymal_Stem_Cells,-0.0032720661
SYT2,H1_Derived_Neuronal_Progenitor_Cultured_Cells,0.0002956079
SYT2,hESC_Derived_CD184+_Endoderm_Cultured_Cells,0.0010842871
SYT2,hESC_Derived_CD56+_Ectoderm_Cultured_Cells,0.0009107046
SYT2,hESC_Derived_CD56+_Mesoderm_Cultured_Cells,-0.0009908743
SYT2,HUES64_Cell_Line,0.00062313053
SYT2,4star,-0.0031847616
SYT2,Breast_Myoepithelial_Cells,0.0011117833
SYT2,Breast_vHMEC,0.0049518156
SYT2,CD4_Memory_Primary_Cells,0.004370332
SYT2,CD4_Naive_Primary_Cells,-0.00021146817
SYT2,CD8_Naive_Primary_Cells,-5.3659584e-05
SYT2,Mobilized_CD34_Primary_Cells_Female,0.017664107
SYT2,Neurosphere_Cultured_Cells_Cortex_Derived,-0.0012434543
SYT2,Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived,0.00014136282
SYT2,Penis_Foreskin_Fibroblast_Primary_Cells_skin01,-3.4396535e-07
SYT2,Penis_Foreskin_Fibroblast_Primary_Cells_skin02,-0.0002848314
SYT2,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02,0.00052617094
SYT2,Penis_Foreskin_Keratinocyte_Primary_Cells_skin03,9.940255e-05
SYT2,Penis_Foreskin_Melanocyte_Primary_Cells_skin01,-0.0007161415
SYT2,Penis_Foreskin_Melanocyte_Primary_Cells_skin03,-0.00034632863
SYT2,Peripheral_Blood_Mononuclear_Primary_Cells,-0.001973388
SYT2,Aorta,7.8937876e-05
SYT2,Adult_Liver,0.0053685843
SYT2,Brain_Germinal_Matrix,0.00023250181
SYT2,Brain_Hippocampus_Middle,-0.0013988109
SYT2,Esophagus,-0.0036006467
SYT2,Fetal_Brain_Female,-0.010015439
SYT2,Fetal_Intestine_Large,-0.0009123124
SYT2,Fetal_Intestine_Small,-0.01965817
SYT2,Pancreatic_Islets,-0.001115997
SYT2,Gastric,0.0024182838
SYT2,Left_Ventricle,-0.0005618907
SYT2,Lung.1,-0.00023382936
SYT2,Ovary.1,0.00042370302
SYT2,Pancreas.1,0.00023628482
SYT2,Psoas_Muscle,-0.0031545123
SYT2,Right_Atrium,0.004270023
SYT2,Right_Ventricle,0.0012298395
SYT2,Sigmoid_Colon,-0.0024077012
SYT2,Small_Intestine,0.0007558377
SYT2,Thymus,0.0054474003
SYT2,Spleen.1,0.0032269105
SYT2,A549,0.002107655
SYT2,GM12878.1,0.0025156315
SYT2,HELA,0.00085759454
SYT2,HEPG2,0.00044691368
SYT2,HMEC,0.0011487306
SYT2,HSMM,-0.00016081273
SYT2,HUVEC,-0.0003123543
SYT2,K562.1,0.00125424
SYT2,NHEK,-0.0007325741
SYT2,NHLF,0.0011165951
COL16A1,Adipose_Subcutaneous,0.00015907518
COL16A1,Adipose_Visceral_Omentum,-0.0005674824
COL16A1,Adrenal_Gland,-0.0011218489
COL16A1,Artery_Aorta,0.00029835905
COL16A1,Artery_Coronary,-0.0026245192
COL16A1,Artery_Tibial,-0.0057897028
COL16A1,Bladder,-0.0017190444
COL16A1,Brain_Amygdala,0.0011631656
COL16A1,Brain_Anterior_cingulate_cortex_BA24,2.5625188e-05
COL16A1,Brain_Caudate_basal_ganglia,0.001006779
COL16A1,Brain_Cerebellar_Hemisphere,-0.00022376678
COL16A1,Brain_Cerebellum,-0.004678972
COL16A1,Brain_Cortex,0.0058578593
COL16A1,Brain_Frontal_Cortex_BA9,-0.0015932668
COL16A1,Brain_Hippocampus,-0.0009521521
COL16A1,Brain_Hypothalamus,0.00030730027
COL16A1,Brain_Nucleus_accumbens_basal_ganglia,-0.00043208513
COL16A1,Brain_Putamen_basal_ganglia,0.00019621885
COL16A1,Brain_Spinal_cord_cervical_c1,0.00093682925
COL16A1,Brain_Substantia_nigra,-0.001110059
COL16A1,Breast_Mammary_Tissue,-0.004523089
COL16A1,Cells_EBV-transformed_lymphocytes,0.0013389513
COL16A1,Cells_Transformed_fibroblasts,-0.0006338953
COL16A1,Cervix_Ectocervix,0.0007871218
COL16A1,Cervix_Endocervix,0.0041462136
COL16A1,Colon_Sigmoid,-0.0026235715
COL16A1,Colon_Transverse,0.0030908266
COL16A1,Esophagus_Gastroesophageal_Junction,0.0005155119
COL16A1,Esophagus_Mucosa,-0.016350511
COL16A1,Esophagus_Muscularis,-0.0012299421
COL16A1,Fallopian_Tube,-0.001509249
COL16A1,Heart_Atrial_Appendage,0.00016251445
COL16A1,Heart_Left_Ventricle,0.011882742
COL16A1,Kidney_Cortex,0.0017169127
COL16A1,Liver,-0.0014491655
COL16A1,Lung,-0.0014963369
COL16A1,Minor_Salivary_Gland,-0.00037643313
COL16A1,Muscle_Skeletal,-0.00600159
COL16A1,Nerve_Tibial,-0.00017001487
COL16A1,Ovary,0.013457625
COL16A1,Pancreas,-0.00076552585
COL16A1,Pituitary,0.0011815528
COL16A1,Prostate,0.00057430775
COL16A1,Skin_Not_Sun_Exposed_Suprapubic,-0.0015501382
COL16A1,Skin_Sun_Exposed_Lower_leg,0.003720343
COL16A1,Small_Intestine_Terminal_Ileum,0.002894658
COL16A1,Spleen,-0.0013292641
COL16A1,Stomach,-0.007639279
COL16A1,Testis,0.0035000693
COL16A1,Thyroid,0.0011198602
COL16A1,Uterus,-0.0056966348
COL16A1,Vagina,0.0015494192
COL16A1,Whole_Blood,-0.00049479294
COL16A1,cardiac ventricle fibroblast,0.00062725635
COL16A1,hair follicular keratinocyte,-7.911419e-05
COL16A1,airway epithelial cell,0.00021066336
COL16A1,epithelial cell of proximal tubule,0.0014631741
COL16A1,pericardium fibroblast,0.0015693477
COL16A1,mesangial cell,2.2701532e-05
COL16A1,bronchial fibroblast,0.00018504147
COL16A1,glomerular endothelial cell,0.0016543841
COL16A1,kidney epithelial cell,-0.000541675
COL16A1,mammary microvascular endothelial cell,-8.470394e-05
COL16A1,epithelial cell of alveolus of lung,-0.0014489072
COL16A1,myometrial cell,0.0037745486
COL16A1,cardiac atrium fibroblast,-0.00046898692
COL16A1,endometrial microvascular endothelial cell,0.0025971786
COL16A1,smooth muscle cell,-0.0048317653
COL16A1,hepatocyte,-0.0007231963
COL16A1,neural progenitor cell,5.795699e-05
COL16A1,HT1080,-0.00046468596
COL16A1,SK-N-DZ,0.000257607
COL16A1,SK-MEL-5,-0.0012184955
COL16A1,NCI-H460,0.0015717528
COL16A1,astrocyte,-0.0015421325
COL16A1,LHCN-M2,0.00054456625
COL16A1,K562,-0.0012180653
COL16A1,HepG2,-0.0016370855
COL16A1,MCF-7,-0.0008504469
COL16A1,bipolar spindle neuron,0.0017586541
COL16A1,skeletal muscle myoblast,-0.0013437241
COL16A1,myotube,-0.00093958917
COL16A1,H7-hESC,-0.0031730412
COL16A1,RPMI-7951,0.00037074694
COL16A1,M059J,0.0014599097
COL16A1,H4,-0.00040868865
COL16A1,MG63,-0.00074134965
COL16A1,G401,0.0002803045
COL16A1,Caki2,0.0009014234
COL16A1,SJSA1,-0.0017143093
COL16A1,Daoy,0.00013156072
COL16A1,A172,-0.000993714
COL16A1,induced pluripotent stem cell,-0.001353192
COL16A1,fibroblast of arm,0.038303476
COL16A1,A375,-0.000754169
